text,flow_duration,label
"POST /login.php {'username': '1=1', 'password': 'password'}",132996,1
POST /search {'keyword': '1-false'},5194,1
GET /api/v1/users?id=-- or #,34015,1
GET /search.aspx?q=' or 1=1 limit 1 --,4007,1
GET /search?q=\\,89474,1
GET /search?q=i,95118,0
GET /products/details?productID=b,62921,0
GET /api/v1/users?id=9152,84252,0
"POST /api/v1/cart/add {'item_id': '2702', 'quantity': 2}",24266,0
"GET /api/v1/users?id=1' ORDER BY 1,2,3--+",80196,1
GET /api/v1/users?id=2891,70539,0
GET /items/show.php?id=1' and '1'='1,7092,1
GET /search?q=admin' #,7213,1
GET /user/profile?user_id=1=1,912,1
GET /api/v1/users?id=' OR 1=1 /*,127483,1
GET /products/details?productID=;,85025,1
GET /index.php?page=1=1,98565,1
GET /blog/posts?page=14,34869,0
GET /search.aspx?q=``,133301,1
"POST /login {'user': 'J', 'pass': 'password123'}",79224,0
GET /assets/css/main.css,44946,0
GET /products/books/V,4215,0
"GET /user/profile?user_id=' AND MID(VERSION(),1,1) = '5';",3593,1
GET /products/details?productID=OR '1'='1',94573,1
GET /api/v1/users?id=7628,89080,0
GET /items/show.php?id=smith' OR '1'='1,5759,1
GET /blog/posts?page=7,42702,0
GET /search?q=T,3192,0
POST /search {'keyword': 'OR '1'='1''},114511,1
GET /search?q=admin' #,61227,1
GET /search?q=a,144028,0
GET /items/show.php?id=' AND id IS NULL; --,128117,1
GET /assets/css/main.css,58414,0
"GET /search?q="" OR """" = """,78040,1
GET /search?q=OR+%271%27%3D%271,6936,1
GET /products/details?productID=' AND user IS NULL; --,3359,1
GET /products/home/Q,5759,0
"POST /login {'user': '1=1', 'pass': 'password123'}",81522,1
GET /images/products/d.jpg,148878,0
GET /search?q=k,69881,0
GET /admin/login?user=' OR '1'='1,2234,1
POST /profile/update {'email': 'test.user@example.com'},32979,0
GET /products/details?productID=I,37906,0
POST /search {'keyword': '' OR 'x'='x'},43912,1
GET /api/v1/users?id=754,61305,0
"POST /login {'user': 'OR+%271%27%3D%271', 'pass': 'password123'}",121807,1
"POST /login {'user': '1' and '1'='1', 'pass': 'password123'}",12898,1
GET /index.php?page=' OR 'x'='x,3042,1
GET /products/details?productID=v,145325,0
GET /api/v1/users?id=7364,64013,0
GET /assets/css/main.css,84311,0
GET /index.php?page=1 AND 1=1,64078,1
"POST /login {'user': 'E', 'pass': 'password123'}",25809,0
GET /user/profile?user_id=' or 1=1 limit 1 --,1643,1
GET /items/show.php?id=1-true,62470,1
GET /admin/login?user=user1' or 1=1 --,3222,1
GET /api/v1/users?id=1369,9009,0
GET /products/details?productID=admin' #,147306,1
GET /search?q=admin' #,146736,1
GET /products/details?productID=I,41446,0
GET /items/show.php?id=AND true,36996,1
GET /search?q=t,49822,0
GET /products/details?productID=A,68891,0
GET /products/details?productID=r,116239,0
"POST /api/v1/cart/add {'item_id': '8601', 'quantity': 2}",74011,0
GET /api/v1/users?id=' OR 1=1--,1035,1
GET /blog/posts?page=11,64229,0
GET /products/details?productID=' OR 1=1 /*,73652,1
GET /assets/css/main.css,11393,0
"POST /login {'user': 'R', 'pass': 'password123'}",82351,0
GET /api/v1/users?id=8073,83220,0
GET /api/v1/users?id=1524,11302,0
GET /products/details?productID=s,141639,0
GET /user/profile?user_id=' or 1=1 limit 1 --,6589,1
GET /blog/posts?page=7,77120,0
GET /search?q=q,6366,0
"GET /index.php?page=""",1377,1
POST /search {'keyword': 'user1' or 1=1 --'},5719,1
"GET /api/v1/users?id=1' ORDER BY 1,2,3--+",127333,1
GET /products/books/Q,64255,0
GET /index.php?page=admin' #,5441,1
"POST /login {'user': '/*…*/', 'pass': 'password123'}",5934,1
"POST /login {'user': 's', 'pass': 'password123'}",41190,0
POST /profile/update {'email': 'test.user@example.com'},118061,0
"POST /login.php {'username': '1 AND 1=1', 'password': 'password'}",16030,1
"POST /login.php {'username': ''admin'--', 'password': 'password'}",29411,1
GET /admin/login?user=' or 1=1 limit 1 --,4491,1
POST /profile/update {'email': 'test.user@example.com'},65149,0
"GET /admin/login?user=-1 UNION SELECT 1 INTO @,@,@",52057,1
GET /search?q=B,77146,0
GET /products/details?productID=user1' or 1=1 --,203,1
GET /api/v1/users?id=/,7594,1
GET /search?q=';WAITFOR DELAY '0:0:30'--,133492,1
GET /search?q=x' or 1=1--,2957,1
"POST /api/v1/cart/add {'item_id': '7563', 'quantity': 5}",72627,0
GET /blog/posts?page=8,86809,0
GET /search?q=1*1,69482,1
"POST /login {'user': '1 AND (SELECT * FROM Users) = 1', 'pass': 'password123'}",3186,1
GET /blog/posts?page=4,127363,0
GET /search?q=1 AND 1=1,829,1
"GET /user/profile?user_id=1' GROUP BY 1,2,3--+",2036,1
"POST /api/v1/cart/add {'item_id': '1555', 'quantity': 5}",25403,0
GET /products/books/k,56015,0
GET /items/show.php?id=AND 0,7490,1
GET /admin/login?user=admin' #,145788,1
GET /items/show.php?id=user1' or 1=1 --,92767,1
GET /products/details?productID=1' OR '1'='1' --,5394,1
"GET /index.php?page="" OR 1 = 1 -- -",474,1
GET /search?q=' OR 1 -- -,30106,1
"POST /api/v1/cart/add {'item_id': '5538', 'quantity': 3}",60583,0
GET /search?q=f,42179,0
GET /products/electronics/u,52955,0
GET /api/v1/users?id=6595,71163,0
GET /search?q=t,47508,0
GET /api/v1/users?id=' or 'x'='x,13588,1
GET /api/v1/users?id=x' or 1=1--,14961,1
GET /assets/css/main.css,77925,0
GET /products/details?productID=V,64770,0
GET /api/v1/users?id=';WAITFOR DELAY '0:0:30'--,130583,1
GET /search?q=z,15207,0
"POST /login {'user': '' OR '1', 'pass': 'password123'}",58186,1
GET /search?q=b,136109,0
GET /api/v1/users?id=' OR '1'='1,137952,1
GET /blog/posts?page=20,8183,0
"GET /api/v1/users?id=-1' UNION SELECT 1,2,3--+",38898,1
GET /index.php?page=smith' OR '1'='1,53948,1
GET /items/show.php?id=1=1,112556,1
GET /search.aspx?q=-- or #,99046,1
GET /search?q=1,11757,0
"POST /login.php {'username': '' and 1 in (select min(name) from sysobjects where xtype = 'U' and name > '.') --', 'password': 'password'}",89917,1
"POST /api/v1/cart/add {'item_id': '9201', 'quantity': 5}",61668,0
"POST /login {'user': '' OR 1=1 /*', 'pass': 'password123'}",142289,1
"GET /user/profile?user_id="" OR 1 = 1 -- -",37227,1
GET /api/v1/users?id=653,35727,0
GET /api/v1/users?id=7925,128585,0
GET /products/details?productID=' OR 1=1--,1617,1
GET /api/v1/users?id=3717,73777,0
GET /index.php?page=admin' #,18753,1
GET /search.aspx?q=1 AND 1=1,36612,1
GET /user/profile?user_id=' AND user IS NULL; --,82989,1
GET /assets/css/main.css,28777,0
GET /search.aspx?q=user1' or 1=1 --,2191,1
"POST /login {'user': '' or 1=1 limit 1 --', 'pass': 'password123'}",1811,1
GET /products/details?productID=OR '1'='1',1913,1
GET /images/products/M.jpg,39524,0
"POST /api/v1/cart/add {'item_id': '2464', 'quantity': 1}",11986,0
GET /images/products/c.jpg,68370,0
"POST /login {'user': 'OR 1=1', 'pass': 'password123'}",5190,1
"POST /api/v1/cart/add {'item_id': '4709', 'quantity': 1}",14538,0
"POST /login {'user': 'm', 'pass': 'password123'}",6826,0
GET /products/home/Y,24456,0
"POST /login {'user': '' OR '1'='1', 'pass': 'password123'}",23009,1
GET /assets/css/main.css,63056,0
GET /search.aspx?q=' OR 'x'='x,60350,1
"POST /login {'user': 'user1' or 1=1 --', 'pass': 'password123'}",56976,1
GET /assets/css/main.css,18864,0
GET /items/show.php?id=admin' #,3879,1
GET /products/electronics/g,88250,0
GET /index.php?page=user1' or 1=1 --,6593,1
GET /products/home/S,47107,0
GET /images/products/R.jpg,104602,0
GET /user/profile?user_id=' AND user IS NULL; --,3592,1
POST /search {'keyword': '1024-2'},6446,1
GET /search?q=' or 'x'='x,12886,1
"POST /login.php {'username': '' OR 'x'='x', 'password': 'password'}",4931,1
GET /search?q=w,57794,0
GET /search?q=y,132664,0
GET /products/details?productID=' OR '1'='1,6765,1
GET /products/details?productID=l,58183,0
GET /index.php?page=1 AND 1=1,2263,1
POST /profile/update {'email': 'test.user@example.com'},138702,0
GET /blog/posts?page=12,33808,0
GET /blog/posts?page=13,61096,0
GET /api/v1/users?id=%00,30863,1
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",26236,1
GET /api/v1/users?id=',5357,1
GET /user/profile?user_id=%00,66908,1
GET /blog/posts?page=17,70500,0
"GET /api/v1/users?id=,",32600,1
GET /api/v1/users?id=1*56,144708,1
GET /api/v1/users?id=1*1,3860,1
GET /blog/posts?page=14,16108,0
"GET /admin/login?user=' or """,141561,1
GET /products/details?productID=' or 'x'='x,67170,1
GET /blog/posts?page=5,139483,0
GET /search?q=H,83853,0
GET /items/show.php?id=1 AND 1=1,5052,1
"POST /api/v1/cart/add {'item_id': '5063', 'quantity': 4}",41221,0
POST /profile/update {'email': 'test.user@example.com'},55718,0
GET /index.php?page=OR 1=1,3563,1
GET /search.aspx?q=' OR '' = ',21711,1
GET /api/v1/users?id=1301,48202,0
GET /api/v1/users?id=' OR 'x'='x,806,1
GET /api/v1/users?id=' AND user IS NULL; --,2298,1
GET /api/v1/users?id=6585,50742,0
GET /products/details?productID=AND 0,1304,1
GET /search?q=F,21298,0
GET /assets/css/main.css,103838,0
"GET /admin/login?user=' or """,2149,1
GET /user/profile?user_id=' or 'x'='x,27042,1
GET /items/show.php?id=',3915,1
GET /api/v1/users?id=8466,14117,0
"GET /search.aspx?q=1' GROUP BY 1,2,3--+",7294,1
"GET /api/v1/users?id=' or """,45144,1
GET /products/details?productID=Y,105582,0
"POST /login {'user': 'a', 'pass': 'password123'}",139343,0
"POST /login {'user': '' OR '1'='1', 'pass': 'password123'}",2562,1
POST /profile/update {'email': 'test.user@example.com'},73751,0
GET /search.aspx?q=OR+%271%27%3D%271,2571,1
"POST /login {'user': 'i', 'pass': 'password123'}",20042,0
GET /search?q=j,59848,0
GET /api/v1/users?id=8508,68095,0
"POST /login {'user': '' AND user IS NULL; --', 'pass': 'password123'}",6768,1
GET /products/details?productID=admin' #,7175,1
"POST /api/v1/cart/add {'item_id': '4391', 'quantity': 5}",9399,0
GET /products/home/t,49738,0
GET /admin/login?user=105-1,6828,1
"POST /login {'user': '' OR '1'='1', 'pass': 'password123'}",160,1
GET /products/electronics/b,18439,0
GET /images/products/b.jpg,5276,0
"GET /products/details?productID=-1 UNION SELECT 1 INTO @,@,@",4752,1
GET /products/details?productID=1' OR '1'='1' --,7955,1
GET /api/v1/users?id=5448,12706,0
"GET /user/profile?user_id=1' ORDER BY 1,2,3--+",208,1
GET /admin/login?user=OR+%271%27%3D%271,34678,1
GET /api/v1/users?id=105-1,94553,1
GET /user/profile?user_id='admin'--,116903,1
POST /search {'keyword': 'admin' #'},6163,1
GET /blog/posts?page=6,32750,0
"POST /login {'user': 'admin' #', 'pass': 'password123'}",1282,1
GET /search?q=N,136653,0
"POST /login {'user': 'B', 'pass': 'password123'}",40152,0
POST /search {'keyword': '``'},5975,1
GET /search?q=' or 'x'='x,5893,1
POST /profile/update {'email': 'test.user@example.com'},81194,0
GET /admin/login?user=' UNION SELECT sum(columnname) from tablename --,32867,1
GET /search?q=/,851,1
GET /search?q=OR 1=1,2447,1
"POST /login {'user': '5', 'pass': 'password123'}",5793,0
GET /images/products/Y.jpg,60338,0
GET /api/v1/users?id=' OR 1=1 /*,145599,1
"POST /api/v1/cart/add {'item_id': '1011', 'quantity': 2}",19201,0
GET /products/details?productID=J,31316,0
GET /products/details?productID=d,68284,0
GET /search?q=' OR 1=1 /*,3142,1
GET /search.aspx?q='admin'--,3061,1
"POST /login {'user': '1' OR '1'='1' --', 'pass': 'password123'}",7461,1
GET /search?q=Y,86807,0
"POST /login {'user': 'L', 'pass': 'password123'}",33218,0
"GET /index.php?page=-1 UNION SELECT 1 INTO @,@,@",56786,1
GET /items/show.php?id=OR+%271%27%3D%271,4693,1
GET /api/v1/users?id=9770,37312,0
GET /products/details?productID=user1' or 1=1 --,419,1
GET /assets/css/main.css,141000,0
"POST /api/v1/cart/add {'item_id': '8499', 'quantity': 3}",70629,0
GET /search?q=0,147075,0
GET /products/electronics/3,73468,0
GET /api/v1/users?id=5313,16132,0
"POST /login {'user': '4', 'pass': 'password123'}",6001,0
"GET /products/details?productID=""",3240,1
"POST /api/v1/cart/add {'item_id': '1039', 'quantity': 1}",57274,0
POST /search {'keyword': 'user1' or 1=1 --'},4991,1
"POST /login.php {'username': '`', 'password': 'password'}",40675,1
GET /search?q=3,9989,0
GET /search?q=9,149728,0
GET /api/v1/users?id=1' and '1'='1,3165,1
"GET /admin/login?user=1' ORDER BY 1,2--+",92411,1
GET /user/profile?user_id=' AND user IS NULL; --,1741,1
POST /profile/update {'email': 'test.user@example.com'},39495,0
GET /assets/css/main.css,114023,0
GET /user/profile?user_id=user1' or 1=1 --,4549,1
"POST /login.php {'username': '' OR 1=1--', 'password': 'password'}",5233,1
GET /api/v1/users?id=6929,50326,0
POST /profile/update {'email': 'test.user@example.com'},53281,0
GET /api/v1/users?id=9135,29517,0
GET /api/v1/users?id=5396,76641,0
"POST /login.php {'username': '' UNION SELECT sum(columnname) from tablename --', 'password': 'password'}",39339,1
GET /api/v1/users?id=5132,34879,0
GET /search?q=' OR 1=1 /*,6107,1
GET /products/details?productID=;,89132,1
"POST /login {'user': '//', 'pass': 'password123'}",690,1
POST /profile/update {'email': 'test.user@example.com'},30458,0
GET /api/v1/users?id=5637,134123,0
"POST /login.php {'username': '1' GROUP BY 1,2,3--+', 'password': 'password'}",41183,1
GET /assets/css/main.css,21150,0
"POST /api/v1/cart/add {'item_id': '2778', 'quantity': 4}",55596,0
GET /search.aspx?q=/,26629,1
GET /products/books/d,66657,0
"POST /login.php {'username': 'AND true', 'password': 'password'}",64838,1
GET /blog/posts?page=12,17368,0
"POST /login {'user': '' or 1=1 limit 1 --', 'pass': 'password123'}",82019,1
GET /search?q=admin' #,326,1
GET /items/show.php?id=1*56,55315,1
GET /search?q=' UNION SELECT sum(columnname) from tablename --,26159,1
GET /search?q=V,85791,0
POST /search {'keyword': '' UNION SELECT sum(columnname) from tablename --'},128655,1
GET /admin/login?user=' OR '1'='1,110,1
GET /user/profile?user_id='admin'--,5892,1
"POST /login.php {'username': '' OR 1=1 /*', 'password': 'password'}",4106,1
GET /assets/css/main.css,10437,0
GET /products/electronics/2,41126,0
GET /search?q=5,73119,0
GET /products/details?productID=smith' OR '1'='1,2083,1
GET /search.aspx?q=' OR '1'='1,4660,1
"GET /items/show.php?id="" OR """" = """,4578,1
POST /profile/update {'email': 'test.user@example.com'},27037,0
GET /products/electronics/p,33380,0
GET /api/v1/users?id=AND true,149878,1
GET /search.aspx?q='admin'--,1279,1
"POST /search {'keyword': '-1' UNION SELECT 1,2,3--+'}",28559,1
GET /index.php?page=' OR 1=1--,4756,1
GET /products/details?productID=\\,11684,1
GET /admin/login?user=1=1,1886,1
"POST /login.php {'username': '' OR '1'='1', 'password': 'password'}",5582,1
GET /search?q=1024-2,7922,1
GET /images/products/y.jpg,6734,0
"POST /api/v1/cart/add {'item_id': '8632', 'quantity': 5}",6634,0
"POST /login {'user': ''admin'--', 'pass': 'password123'}",20115,1
GET /blog/posts?page=13,23222,0
"POST /api/v1/cart/add {'item_id': '4326', 'quantity': 1}",77026,0
"POST /api/v1/cart/add {'item_id': '7846', 'quantity': 3}",99581,0
POST /search {'keyword': '' OR '1'='1'},6794,1
GET /search?q=1*1,96928,1
GET /search?q=' OR '1'='1,4162,1
GET /search?q=' OR 1=1--,18011,1
GET /blog/posts?page=13,32794,0
"POST /api/v1/cart/add {'item_id': '2562', 'quantity': 1}",57074,0
GET /search.aspx?q=105-1,28067,1
GET /search.aspx?q=\\,132272,1
GET /api/v1/users?id=8051,25209,0
"POST /login {'user': 'U', 'pass': 'password123'}",60059,0
GET /admin/login?user=' or 'x'='x,7634,1
"POST /login {'user': 'j', 'pass': 'password123'}",24727,0
"POST /login {'user': '1' and '1'='1', 'pass': 'password123'}",113953,1
GET /items/show.php?id=%2c(select%20*%20from%20(select(sleep(10)))a),65990,1
POST /profile/update {'email': 'test.user@example.com'},17873,0
GET /index.php?page=;,46996,1
GET /images/products/z.jpg,75157,0
"POST /login {'user': '1024-2', 'pass': 'password123'}",89089,1
GET /api/v1/users?id=1' and '1'='1,97763,1
GET /products/details?productID=C,94413,0
GET /search?q=X,87078,0
GET /search?q=P,74735,0
GET /products/details?productID=4,22871,0
GET /products/details?productID=f,87661,0
GET /api/v1/users?id=7636,27426,0
GET /api/v1/users?id=2096,85921,0
"POST /login {'user': 'c', 'pass': 'password123'}",21977,0
GET /products/details?productID=' or 1=1 limit 1 --,5225,1
"POST /login {'user': 'F', 'pass': 'password123'}",81515,0
GET /items/show.php?id=smith' OR '1'='1,26655,1
GET /products/electronics/d,99905,0
GET /api/v1/users?id=' AND user IS NULL; --,1672,1
POST /profile/update {'email': 'test.user@example.com'},62769,0
"GET /search.aspx?q=-1' UNION SELECT 1,2,3--+",49168,1
GET /index.php?page=' AND user IS NULL; --,3126,1
GET /search?q=9,107930,0
"POST /login.php {'username': '1024-2', 'password': 'password'}",10643,1
GET /products/details?productID=f,86512,0
GET /user/profile?user_id=1 AND 1=1,44180,1
GET /search?q=smith' OR '1'='1,2027,1
"POST /login {'user': 'I', 'pass': 'password123'}",110884,0
GET /products/details?productID=4,38433,0
GET /search?q=``,2087,1
GET /products/books/u,75032,0
GET /products/details?productID=L,60932,0
"GET /products/details?productID=""""",735,1
GET /search.aspx?q=' AND user IS NULL; --,62786,1
GET /user/profile?user_id=',8322,1
POST /profile/update {'email': 'test.user@example.com'},76112,0
GET /api/v1/users?id=' or 'x'='x,106677,1
GET /search?q=OR+%271%27%3D%271,3558,1
GET /search?q=' OR 'x'='x,7924,1
POST /search {'keyword': '1 AND (SELECT * FROM Users) = 1'},105301,1
GET /api/v1/users?id=1 AND (SELECT * FROM Users) = 1,111921,1
GET /items/show.php?id=' OR 1=1 /*,114907,1
"POST /api/v1/cart/add {'item_id': '3635', 'quantity': 2}",5830,0
GET /search.aspx?q=1' OR '1'='1' --,2644,1
GET /search?q=user1' or 1=1 --,7906,1
GET /api/v1/users?id=7343,100237,0
GET /products/books/Q,25770,0
GET /index.php?page=1 AND 1=1,5674,1
GET /search.aspx?q=AND 0,87456,1
GET /products/home/K,55329,0
GET /admin/login?user=smith' OR '1'='1,576,1
GET /api/v1/users?id=2867,50037,0
GET /search?q=b,100813,0
GET /blog/posts?page=14,55146,0
GET /products/details?productID=6,65736,0
GET /blog/posts?page=16,114618,0
"POST /login {'user': 'OR+%271%27%3D%271', 'pass': 'password123'}",83323,1
"POST /login {'user': '/*…*/', 'pass': 'password123'}",100985,1
GET /api/v1/users?id=admin' #,123233,1
GET /blog/posts?page=4,10032,0
GET /items/show.php?id=' or 'x'='x,51797,1
"POST /login {'user': 'OR '1'='1'', 'pass': 'password123'}",7679,1
GET /api/v1/users?id=6662,118724,0
GET /user/profile?user_id=1' OR '1'='1' --,138891,1
GET /index.php?page=105-1,105247,1
GET /api/v1/users?id=1552,4540,0
GET /api/v1/users?id=4134,73976,0
"POST /login {'user': '' or 1=1 limit 1 --', 'pass': 'password123'}",59862,1
GET /products/electronics/G,18131,0
"POST /login {'user': 'Q', 'pass': 'password123'}",23997,0
GET /assets/css/main.css,40909,0
GET /search?q=J,37492,0
GET /admin/login?user=1024-2,7688,1
GET /api/v1/users?id=smith' OR '1'='1,79757,1
GET /search?q='''''''''''''UNION SELECT '2,5556,1
GET /products/details?productID=i,113291,0
GET /products/details?productID=1*1,5840,1
"POST /login {'user': 'S', 'pass': 'password123'}",41135,0
"POST /login.php {'username': ''admin'--', 'password': 'password'}",1991,1
GET /api/v1/users?id=2658,54843,0
"POST /api/v1/cart/add {'item_id': '6308', 'quantity': 4}",45817,0
GET /api/v1/users?id=8508,94366,0
GET /user/profile?user_id='=0--+,79388,1
GET /user/profile?user_id=x' or 1=1--,58761,1
GET /admin/login?user=1-true,3656,1
"GET /products/details?productID=1' ORDER BY 1,2--+",38253,1
GET /products/details?productID=K,9344,0
"POST /api/v1/cart/add {'item_id': '2483', 'quantity': 1}",79241,0
GET /search.aspx?q=admin' #,4166,1
GET /products/details?productID=W,40953,0
GET /blog/posts?page=13,79620,0
GET /api/v1/users?id=' or 1=1 limit 1 --,4207,1
GET /products/details?productID=u,122029,0
"POST /login {'user': 'U', 'pass': 'password123'}",110334,0
GET /assets/css/main.css,6201,0
GET /api/v1/users?id=1' and '1'='1,565,1
GET /blog/posts?page=8,81894,0
POST /search {'keyword': '' or 'x'='x'},102340,1
POST /profile/update {'email': 'test.user@example.com'},64117,0
GET /assets/css/main.css,134522,0
GET /user/profile?user_id='LIKE',2809,1
POST /search {'keyword': 'OR '1'='1''},60756,1
GET /search.aspx?q=' OR '1'='1,72105,1
"POST /login {'user': '2', 'pass': 'password123'}",87500,0
GET /user/profile?user_id=smith' OR '1'='1,61462,1
"POST /login.php {'username': '' or 'x'='x', 'password': 'password'}",89788,1
GET /images/products/0.jpg,61173,0
"POST /api/v1/cart/add {'item_id': '7110', 'quantity': 2}",71822,0
GET /products/electronics/q,35690,0
GET /items/show.php?id='admin'--,28244,1
GET /user/profile?user_id=admin' #,977,1
GET /search.aspx?q=' AND user IS NULL; --,46061,1
POST /profile/update {'email': 'test.user@example.com'},35934,0
GET /search?q=4,29684,0
GET /admin/login?user=' OR 1=1--,138781,1
GET /blog/posts?page=9,61813,0
GET /assets/css/main.css,35345,0
GET /products/details?productID=G,111266,0
GET /products/details?productID=Z,123185,0
"POST /api/v1/cart/add {'item_id': '8351', 'quantity': 3}",73177,0
"POST /login {'user': 'S', 'pass': 'password123'}",10296,0
GET /admin/login?user=1-false,6013,1
GET /search.aspx?q=' OR '1'='1,60552,1
POST /search {'keyword': 'AND 1'},445,1
GET /products/details?productID=C,67244,0
GET /api/v1/users?id=4663,77452,0
GET /index.php?page=' or 1=1 limit 1 --,28464,1
GET /images/products/s.jpg,37877,0
GET /search?q=a,107354,0
"POST /search {'keyword': '""'}",99173,1
"POST /login.php {'username': '' or 'x'='x', 'password': 'password'}",1793,1
GET /images/products/r.jpg,125428,0
GET /products/details?productID=p,11578,0
GET /products/electronics/T,145166,0
GET /api/v1/users?id=716,20888,0
GET /search?q=105-1,135985,1
"POST /login {'user': 'smith' OR '1'='1', 'pass': 'password123'}",141545,1
"POST /api/v1/cart/add {'item_id': '6161', 'quantity': 1}",138151,0
GET /blog/posts?page=17,4059,0
GET /products/electronics/N,95483,0
GET /images/products/G.jpg,81140,0
GET /api/v1/users?id=8311,28173,0
"POST /login {'user': '1*1', 'pass': 'password123'}",122313,1
"POST /api/v1/cart/add {'item_id': '2333', 'quantity': 4}",30280,0
POST /profile/update {'email': 'test.user@example.com'},72626,0
"POST /login {'user': 'w', 'pass': 'password123'}",14021,0
"POST /login {'user': 'g', 'pass': 'password123'}",111432,0
GET /search?q=j,16145,0
GET /api/v1/users?id=1 AND 1=1,2689,1
GET /products/details?productID=1 AND (SELECT * FROM Users) = 1,1516,1
GET /assets/css/main.css,43671,0
GET /assets/css/main.css,83590,0
GET /admin/login?user=';WAITFOR DELAY '0:0:30'--,4050,1
"POST /login {'user': '' OR 1 -- -', 'pass': 'password123'}",2967,1
POST /profile/update {'email': 'test.user@example.com'},73862,0
GET /api/v1/users?id=' OR 'x'='x,4518,1
GET /search?q=g,37931,0
GET /products/details?productID=l,56714,0
"POST /login {'user': 'N', 'pass': 'password123'}",47293,0
GET /index.php?page=%00,2165,1
GET /api/v1/users?id='admin'--,132325,1
GET /api/v1/users?id=x' or 1=1--,24936,1
GET /search?q=S,137229,0
"POST /login {'user': 'Z', 'pass': 'password123'}",82167,0
GET /products/details?productID=user1' or 1=1 --,139333,1
"POST /login {'user': 'I', 'pass': 'password123'}",10362,0
POST /search {'keyword': '' AND user IS NULL; --'},4700,1
GET /search.aspx?q=OR+%271%27%3D%271,28499,1
GET /products/details?productID=t,19754,0
GET /api/v1/users?id=1-true,69374,1
GET /products/books/D,41840,0
POST /search {'keyword': '1' OR '1'='1' --'},3372,1
GET /search?q=b,89099,0
GET /search?q=S,25233,0
GET /api/v1/users?id='admin'--,6926,1
GET /search?q='LIKE',6862,1
GET /assets/css/main.css,34091,0
"POST /api/v1/cart/add {'item_id': '9385', 'quantity': 1}",96667,0
POST /search {'keyword': '/'},68610,1
"POST /api/v1/cart/add {'item_id': '1662', 'quantity': 3}",12726,0
POST /search {'keyword': '' AND user IS NULL; --'},23816,1
"POST /login {'user': '' OR 'x'='x', 'pass': 'password123'}",100133,1
"POST /login.php {'username': '\', 'password': 'password'}",6388,1
GET /api/v1/users?id=' OR '1'='1,2816,1
GET /products/home/G,81073,0
POST /profile/update {'email': 'test.user@example.com'},1677,0
POST /profile/update {'email': 'test.user@example.com'},123756,0
GET /search?q=F,79053,0
"POST /login {'user': ''admin'--', 'pass': 'password123'}",54118,1
GET /assets/css/main.css,8992,0
GET /products/details?productID=' OR '1'='1,146837,1
GET /search?q=1 AND 1=1,133289,1
GET /api/v1/users?id=2685,45801,0
"POST /login {'user': '%2c(select%20*%20from%20(select(sleep(10)))a)', 'pass': 'password123'}",28656,1
"POST /login {'user': 'B', 'pass': 'password123'}",11502,0
GET /blog/posts?page=3,48827,0
GET /api/v1/users?id=' AND user IS NULL; --,6991,1
GET /products/details?productID=105-1,116438,1
GET /products/details?productID=' or 1=1 limit 1 --,62,1
GET /search?q=c,24641,0
GET /user/profile?user_id=1*1,2483,1
GET /products/home/e,19577,0
GET /api/v1/users?id=8240,145912,0
"POST /login.php {'username': '-1 UNION SELECT 1 INTO @,@,@', 'password': 'password'}",76537,1
GET /search?q=u,82043,0
"POST /api/v1/cart/add {'item_id': '3206', 'quantity': 3}",138770,0
GET /products/details?productID=L,68701,0
POST /search {'keyword': '1' ORDER BY 2--+'},687,1
GET /items/show.php?id=smith' OR '1'='1,93784,1
GET /admin/login?user=OR+%271%27%3D%271,57145,1
GET /api/v1/users?id=3785,87714,0
"POST /login {'user': 'OR+%271%27%3D%271', 'pass': 'password123'}",51111,1
GET /index.php?page=x' or 1=1--,3728,1
GET /index.php?page=1*1,7444,1
"POST /login.php {'username': '1=1', 'password': 'password'}",1019,1
GET /api/v1/users?id=' OR '1'='1,39057,1
GET /products/details?productID=1,44524,0
"POST /api/v1/cart/add {'item_id': '6709', 'quantity': 2}",47018,0
POST /profile/update {'email': 'test.user@example.com'},50777,0
GET /search?q=' or 'x'='x,5157,1
GET /assets/css/main.css,82454,0
GET /products/details?productID=E,100827,0
GET /images/products/o.jpg,35521,0
GET /products/details?productID=a,27274,0
GET /blog/posts?page=9,8056,0
GET /search?q=1' and '1'='1,6916,1
GET /api/v1/users?id=5760,36988,0
GET /products/details?productID=AND true,118802,1
GET /items/show.php?id=-- or #,48724,1
GET /assets/css/main.css,72593,0
"POST /login.php {'username': 'AND 1', 'password': 'password'}",790,1
GET /products/home/E,86234,0
GET /admin/login?user=' OR 1=1--,51198,1
GET /products/details?productID=Z,107880,0
"POST /login {'user': 'j', 'pass': 'password123'}",72333,0
GET /blog/posts?page=17,59733,0
GET /products/home/1,11856,0
"POST /login {'user': 'w', 'pass': 'password123'}",22773,0
POST /profile/update {'email': 'test.user@example.com'},25336,0
POST /profile/update {'email': 'test.user@example.com'},116432,0
GET /products/details?productID=OR+%271%27%3D%271,90085,1
"POST /login {'user': '-2', 'pass': 'password123'}",1175,1
GET /search?q=1*1,6836,1
GET /api/v1/users?id=AND false,8199,1
GET /products/details?productID=U,134289,0
GET /api/v1/users?id=',2934,1
POST /search {'keyword': 'user1' or 1=1 --'},1222,1
GET /index.php?page=1024-2,824,1
